"region";"år";"statistikkvariabel";"06913: Befolkning og endringer, etter region, år og statistikkvariabel"
"K_4024 Hjartdal";"2016";"Levendefødte";13
"K_4024 Hjartdal";"2016";"Døde";20
"K_4024 Hjartdal";"2017";"Befolkning 1. januar";1593
"K_4024 Hjartdal";"2017";"Levendefødte";16
"K_4024 Hjartdal";"2017";"Døde";19
"K_4024 Hjartdal";"2018";"Befolkning 1. januar";1587
"K_4024 Hjartdal";"2018";"Levendefødte";12
"K_4024 Hjartdal";"2018";"Døde";15
"K_4024 Hjartdal";"2019";"Befolkning 1. januar";1572
"K_4024 Hjartdal";"2019";"Levendefødte";11
"K_4024 Hjartdal";"2019";"Døde";18
"K_4024 Hjartdal";"2020";"Befolkning 1. januar";1573
"K_4024 Hjartdal";"2020";"Levendefødte";10
"K_4024 Hjartdal";"2020";"Døde";14
"K_4024 Hjartdal";"2021";"Befolkning 1. januar";1561
"K_4024 Hjartdal";"2021";"Levendefødte";12
"K_4024 Hjartdal";"2021";"Døde";10
"K_4024 Hjartdal";"2022";"Befolkning 1. januar";1562
"K_4024 Hjartdal";"2022";"Levendefødte";19
"K_4024 Hjartdal";"2022";"Døde";18
"K_4024 Hjartdal";"2023";"Befolkning 1. januar";1588
"K_4024 Hjartdal";"2023";"Levendefødte";11
"K_4024 Hjartdal";"2023";"Døde";14
"K_4024 Hjartdal";"2024";"Befolkning 1. januar";1630
"K_4024 Hjartdal";"2024";"Levendefødte";..
"K_4024 Hjartdal";"2024";"Døde";..
"K_4026 Tinn";"1951";"Befolkning 1. januar";9068
"K_4026 Tinn";"1951";"Levendefødte";139
"K_4026 Tinn";"1951";"Døde";76
"K_4026 Tinn";"1952";"Befolkning 1. januar";9054
"K_4026 Tinn";"1952";"Levendefødte";159
"K_4026 Tinn";"1952";"Døde";79
"K_4026 Tinn";"1953";"Befolkning 1. januar";9080
"K_4026 Tinn";"1953";"Levendefødte";144
"K_4026 Tinn";"1953";"Døde";86
"K_4026 Tinn";"1954";"Befolkning 1. januar";9147
"K_4026 Tinn";"1954";"Levendefødte";153
"K_4026 Tinn";"1954";"Døde";75
"K_4026 Tinn";"1955";"Befolkning 1. januar";9220
"K_4026 Tinn";"1955";"Levendefødte";159
"K_4026 Tinn";"1955";"Døde";79
"K_4026 Tinn";"1956";"Befolkning 1. januar";9300
"K_4026 Tinn";"1956";"Levendefødte";145
"K_4026 Tinn";"1956";"Døde";94
"K_4026 Tinn";"1957";"Befolkning 1. januar";9468
"K_4026 Tinn";"1957";"Levendefødte";156
"K_4026 Tinn";"1957";"Døde";84
"K_4026 Tinn";"1958";"Befolkning 1. januar";9568
"K_4026 Tinn";"1958";"Levendefødte";137
"K_4026 Tinn";"1958";"Døde";100
"K_4026 Tinn";"1959";"Befolkning 1. januar";9568
"K_4026 Tinn";"1959";"Levendefødte";127
"K_4026 Tinn";"1959";"Døde";89
"K_4026 Tinn";"1960";"Befolkning 1. januar";9614
"K_4026 Tinn";"1960";"Levendefødte";120
"K_4026 Tinn";"1960";"Døde";96
"K_4026 Tinn";"1961";"Befolkning 1. januar";9631
"K_4026 Tinn";"1961";"Levendefødte";141
"K_4026 Tinn";"1961";"Døde";90
"K_4026 Tinn";"1962";"Befolkning 1. januar";9573
"K_4026 Tinn";"1962";"Levendefødte";106
"K_4026 Tinn";"1962";"Døde";100
"K_4026 Tinn";"1963";"Befolkning 1. januar";9577
"K_4026 Tinn";"1963";"Levendefødte";127
"K_4026 Tinn";"1963";"Døde";110
"K_4026 Tinn";"1964";"Befolkning 1. januar";9910
"K_4026 Tinn";"1964";"Levendefødte";142
"K_4026 Tinn";"1964";"Døde";109
"K_4026 Tinn";"1965";"Befolkning 1. januar";9718
"K_4026 Tinn";"1965";"Levendefødte";119
"K_4026 Tinn";"1965";"Døde";123
"K_4026 Tinn";"1966";"Befolkning 1. januar";9438
"K_4026 Tinn";"1966";"Levendefødte";136
"K_4026 Tinn";"1966";"Døde";103
"K_4026 Tinn";"1967";"Befolkning 1. januar";9121
"K_4026 Tinn";"1967";"Levendefødte";116
"K_4026 Tinn";"1967";"Døde";96
"K_4026 Tinn";"1968";"Befolkning 1. januar";8937
"K_4026 Tinn";"1968";"Levendefødte";124
"K_4026 Tinn";"1968";"Døde";113
"K_4026 Tinn";"1969";"Befolkning 1. januar";8758
"K_4026 Tinn";"1969";"Levendefødte";112
"K_4026 Tinn";"1969";"Døde";115
"K_4026 Tinn";"1970";"Befolkning 1. januar";8534
"K_4026 Tinn";"1970";"Levendefødte";112
"K_4026 Tinn";"1970";"Døde";122
"K_4026 Tinn";"1971";"Befolkning 1. januar";8358
"K_4026 Tinn";"1971";"Levendefødte";114
"K_4026 Tinn";"1971";"Døde";126
"K_4026 Tinn";"1972";"Befolkning 1. januar";8110
"K_4026 Tinn";"1972";"Levendefødte";89
"K_4026 Tinn";"1972";"Døde";129
"K_4026 Tinn";"1973";"Befolkning 1. januar";7935
"K_4026 Tinn";"1973";"Levendefødte";98
"K_4026 Tinn";"1973";"Døde";118
"K_4026 Tinn";"1974";"Befolkning 1. januar";7815
"K_4026 Tinn";"1974";"Levendefødte";88
"K_4026 Tinn";"1974";"Døde";118
"K_4026 Tinn";"1975";"Befolkning 1. januar";7790
"K_4026 Tinn";"1975";"Levendefødte";80
"K_4026 Tinn";"1975";"Døde";113
"K_4026 Tinn";"1976";"Befolkning 1. januar";7669
"K_4026 Tinn";"1976";"Levendefødte";71
"K_4026 Tinn";"1976";"Døde";119
"K_4026 Tinn";"1977";"Befolkning 1. januar";7639
"K_4026 Tinn";"1977";"Levendefødte";81
"K_4026 Tinn";"1977";"Døde";105
"K_4026 Tinn";"1978";"Befolkning 1. januar";7674
"K_4026 Tinn";"1978";"Levendefødte";69
"K_4026 Tinn";"1978";"Døde";113
"K_4026 Tinn";"1979";"Befolkning 1. januar";7570
"K_4026 Tinn";"1979";"Levendefødte";83
"K_4026 Tinn";"1979";"Døde";131
"K_4026 Tinn";"1980";"Befolkning 1. januar";7480
"K_4026 Tinn";"1980";"Levendefødte";76
"K_4026 Tinn";"1980";"Døde";97
"K_4026 Tinn";"1981";"Befolkning 1. januar";7496
"K_4026 Tinn";"1981";"Levendefødte";67
"K_4026 Tinn";"1981";"Døde";115
"K_4026 Tinn";"1982";"Befolkning 1. januar";7432
"K_4026 Tinn";"1982";"Levendefødte";84
"K_4026 Tinn";"1982";"Døde";118
"K_4026 Tinn";"1983";"Befolkning 1. januar";7345
"K_4026 Tinn";"1983";"Levendefødte";73
"K_4026 Tinn";"1983";"Døde";93
"K_4026 Tinn";"1984";"Befolkning 1. januar";7357
"K_4026 Tinn";"1984";"Levendefødte";81
"K_4026 Tinn";"1984";"Døde";114
"K_4026 Tinn";"1985";"Befolkning 1. januar";7270
"K_4026 Tinn";"1985";"Levendefødte";66
"K_4026 Tinn";"1985";"Døde";110
"K_4026 Tinn";"1986";"Befolkning 1. januar";7201
"K_4026 Tinn";"1986";"Levendefødte";81
"K_4026 Tinn";"1986";"Døde";126
"K_4026 Tinn";"1987";"Befolkning 1. januar";7106
"K_4026 Tinn";"1987";"Levendefødte";77
"K_4026 Tinn";"1987";"Døde";125
"K_4026 Tinn";"1988";"Befolkning 1. januar";7089
"K_4026 Tinn";"1988";"Levendefødte";84
"K_4026 Tinn";"1988";"Døde";132
"K_4026 Tinn";"1989";"Befolkning 1. januar";6961
"K_4026 Tinn";"1989";"Levendefødte";63
"K_4026 Tinn";"1989";"Døde";112
"K_4026 Tinn";"1990";"Befolkning 1. januar";6876
"K_4026 Tinn";"1990";"Levendefødte";79
"K_4026 Tinn";"1990";"Døde";111
"K_4026 Tinn";"1991";"Befolkning 1. januar";6863
"K_4026 Tinn";"1991";"Levendefødte";85
"K_4026 Tinn";"1991";"Døde";104
"K_4026 Tinn";"1992";"Befolkning 1. januar";6876
"K_4026 Tinn";"1992";"Levendefødte";74
"K_4026 Tinn";"1992";"Døde";89
"K_4026 Tinn";"1993";"Befolkning 1. januar";6818
"K_4026 Tinn";"1993";"Levendefødte";63
"K_4026 Tinn";"1993";"Døde";127
"K_4026 Tinn";"1994";"Befolkning 1. januar";6804
"K_4026 Tinn";"1994";"Levendefødte";73
"K_4026 Tinn";"1994";"Døde";102
"K_4026 Tinn";"1995";"Befolkning 1. januar";6781
"K_4026 Tinn";"1995";"Levendefødte";74
"K_4026 Tinn";"1995";"Døde";115
"K_4026 Tinn";"1996";"Befolkning 1. januar";6774
"K_4026 Tinn";"1996";"Levendefødte";71
"K_4026 Tinn";"1996";"Døde";121
"K_4026 Tinn";"1997";"Befolkning 1. januar";6655
"K_4026 Tinn";"1997";"Levendefødte";82
"K_4026 Tinn";"1997";"Døde";108
"K_4026 Tinn";"1998";"Befolkning 1. januar";6565
"K_4026 Tinn";"1998";"Levendefødte";73
"K_4026 Tinn";"1998";"Døde";83
"K_4026 Tinn";"1999";"Befolkning 1. januar";6538
"K_4026 Tinn";"1999";"Levendefødte";78
"K_4026 Tinn";"1999";"Døde";110
"K_4026 Tinn";"2000";"Befolkning 1. januar";6560
"K_4026 Tinn";"2000";"Levendefødte";96
"K_4026 Tinn";"2000";"Døde";107
"K_4026 Tinn";"2001";"Befolkning 1. januar";6560
"K_4026 Tinn";"2001";"Levendefødte";89
"K_4026 Tinn";"2001";"Døde";102
"K_4026 Tinn";"2002";"Befolkning 1. januar";6490
"K_4026 Tinn";"2002";"Levendefødte";74
"K_4026 Tinn";"2002";"Døde";89
"K_4026 Tinn";"2003";"Befolkning 1. januar";6354
"K_4026 Tinn";"2003";"Levendefødte";74
"K_4026 Tinn";"2003";"Døde";75
"K_4026 Tinn";"2004";"Befolkning 1. januar";6420
"K_4026 Tinn";"2004";"Levendefødte";73
"K_4026 Tinn";"2004";"Døde";87
"K_4026 Tinn";"2005";"Befolkning 1. januar";6380
"K_4026 Tinn";"2005";"Levendefødte";48
"K_4026 Tinn";"2005";"Døde";88
"K_4026 Tinn";"2006";"Befolkning 1. januar";6247
"K_4026 Tinn";"2006";"Levendefødte";56
"K_4026 Tinn";"2006";"Døde";73
"K_4026 Tinn";"2007";"Befolkning 1. januar";6120
"K_4026 Tinn";"2007";"Levendefødte";53
"K_4026 Tinn";"2007";"Døde";89
"K_4026 Tinn";"2008";"Befolkning 1. januar";6066
"K_4026 Tinn";"2008";"Levendefødte";64
"K_4026 Tinn";"2008";"Døde";73
"K_4026 Tinn";"2009";"Befolkning 1. januar";6010
"K_4026 Tinn";"2009";"Levendefødte";60
"K_4026 Tinn";"2009";"Døde";64
"K_4026 Tinn";"2010";"Befolkning 1. januar";6022
"K_4026 Tinn";"2010";"Levendefødte";52
"K_4026 Tinn";"2010";"Døde";67
"K_4026 Tinn";"2011";"Befolkning 1. januar";6037
"K_4026 Tinn";"2011";"Levendefødte";53
"K_4026 Tinn";"2011";"Døde";87
"K_4026 Tinn";"2012";"Befolkning 1. januar";5982
"K_4026 Tinn";"2012";"Levendefødte";61
"K_4026 Tinn";"2012";"Døde";89
"K_4026 Tinn";"2013";"Befolkning 1. januar";5973
"K_4026 Tinn";"2013";"Levendefødte";45
"K_4026 Tinn";"2013";"Døde";80
"K_4026 Tinn";"2014";"Befolkning 1. januar";5957
"K_4026 Tinn";"2014";"Levendefødte";44
"K_4026 Tinn";"2014";"Døde";82
"K_4026 Tinn";"2015";"Befolkning 1. januar";5913
"K_4026 Tinn";"2015";"Levendefødte";38
"K_4026 Tinn";"2015";"Døde";68
"K_4026 Tinn";"2016";"Befolkning 1. januar";5940
"K_4026 Tinn";"2016";"Levendefødte";43
"K_4026 Tinn";"2016";"Døde";75
"K_4026 Tinn";"2017";"Befolkning 1. januar";5894
"K_4026 Tinn";"2017";"Levendefødte";32
"K_4026 Tinn";"2017";"Døde";78
"K_4026 Tinn";"2018";"Befolkning 1. januar";5856
"K_4026 Tinn";"2018";"Levendefødte";33
"K_4026 Tinn";"2018";"Døde";65
"K_4026 Tinn";"2019";"Befolkning 1. januar";5780
"K_4026 Tinn";"2019";"Levendefødte";45
"K_4026 Tinn";"2019";"Døde";66
"K_4026 Tinn";"2020";"Befolkning 1. januar";5691
"K_4026 Tinn";"2020";"Levendefødte";30
"K_4026 Tinn";"2020";"Døde";74
"K_4026 Tinn";"2021";"Befolkning 1. januar";5604
"K_4026 Tinn";"2021";"Levendefødte";33
"K_4026 Tinn";"2021";"Døde";62
"K_4026 Tinn";"2022";"Befolkning 1. januar";5512
"K_4026 Tinn";"2022";"Levendefødte";34
"K_4026 Tinn";"2022";"Døde";82
"K_4026 Tinn";"2023";"Befolkning 1. januar";5546
"K_4026 Tinn";"2023";"Levendefødte";31
"K_4026 Tinn";"2023";"Døde";64
"K_4026 Tinn";"2024";"Befolkning 1. januar";5533
"K_4026 Tinn";"2024";"Levendefødte";..
"K_4026 Tinn";"2024";"Døde";..
"K_4028 Kviteseid";"1951";"Befolkning 1. januar";3335
"K_4028 Kviteseid";"1951";"Levendefødte";51
"K_4028 Kviteseid";"1951";"Døde";28
"K_4028 Kviteseid";"1952";"Befolkning 1. januar";3280
"K_4028 Kviteseid";"1952";"Levendefødte";57
"K_4028 Kviteseid";"1952";"Døde";31
"K_4028 Kviteseid";"1953";"Befolkning 1. januar";3306
"K_4028 Kviteseid";"1953";"Levendefødte";61
"K_4028 Kviteseid";"1953";"Døde";31
"K_4028 Kviteseid";"1954";"Befolkning 1. januar";3270
"K_4028 Kviteseid";"1954";"Levendefødte";57
"K_4028 Kviteseid";"1954";"Døde";31
"K_4028 Kviteseid";"1955";"Befolkning 1. januar";3270
"K_4028 Kviteseid";"1955";"Levendefødte";59
"K_4028 Kviteseid";"1955";"Døde";34
"K_4028 Kviteseid";"1956";"Befolkning 1. januar";3274
"K_4028 Kviteseid";"1956";"Levendefødte";61
"K_4028 Kviteseid";"1956";"Døde";39
"K_4028 Kviteseid";"1957";"Befolkning 1. januar";3281
"K_4028 Kviteseid";"1957";"Levendefødte";50
"K_4028 Kviteseid";"1957";"Døde";43
"K_4028 Kviteseid";"1958";"Befolkning 1. januar";3262
"K_4028 Kviteseid";"1958";"Levendefødte";47
"K_4028 Kviteseid";"1958";"Døde";30
"K_4028 Kviteseid";"1959";"Befolkning 1. januar";3229
"K_4028 Kviteseid";"1959";"Levendefødte";57
"K_4028 Kviteseid";"1959";"Døde";27
"K_4028 Kviteseid";"1960";"Befolkning 1. januar";3199
"K_4028 Kviteseid";"1960";"Levendefødte";61
"K_4028 Kviteseid";"1960";"Døde";35
"K_4028 Kviteseid";"1961";"Befolkning 1. januar";3215
"K_4028 Kviteseid";"1961";"Levendefødte";54
"K_4028 Kviteseid";"1961";"Døde";37
"K_4028 Kviteseid";"1962";"Befolkning 1. januar";3206
"K_4028 Kviteseid";"1962";"Levendefødte";42
"K_4028 Kviteseid";"1962";"Døde";42
"K_4028 Kviteseid";"1963";"Befolkning 1. januar";3126
"K_4028 Kviteseid";"1963";"Levendefødte";45
"K_4028 Kviteseid";"1963";"Døde";39
"K_4028 Kviteseid";"1964";"Befolkning 1. januar";3089
"K_4028 Kviteseid";"1964";"Levendefødte";52
"K_4028 Kviteseid";"1964";"Døde";32
"K_4028 Kviteseid";"1965";"Befolkning 1. januar";3109
"K_4028 Kviteseid";"1965";"Levendefødte";39
"K_4028 Kviteseid";"1965";"Døde";35
"K_4028 Kviteseid";"1966";"Befolkning 1. januar";3105
"K_4028 Kviteseid";"1966";"Levendefødte";47
"K_4028 Kviteseid";"1966";"Døde";34
"K_4028 Kviteseid";"1967";"Befolkning 1. januar";3061
"K_4028 Kviteseid";"1967";"Levendefødte";36
"K_4028 Kviteseid";"1967";"Døde";31
"K_4028 Kviteseid";"1968";"Befolkning 1. januar";3038
"K_4028 Kviteseid";"1968";"Levendefødte";42
"K_4028 Kviteseid";"1968";"Døde";32
"K_4028 Kviteseid";"1969";"Befolkning 1. januar";3029
"K_4028 Kviteseid";"1969";"Levendefødte";31
"K_4028 Kviteseid";"1969";"Døde";34
"K_4028 Kviteseid";"1970";"Befolkning 1. januar";3004
"K_4028 Kviteseid";"1970";"Levendefødte";37
"K_4028 Kviteseid";"1970";"Døde";37
"K_4028 Kviteseid";"1971";"Befolkning 1. januar";2964
"K_4028 Kviteseid";"1971";"Levendefødte";37
"K_4028 Kviteseid";"1971";"Døde";30
"K_4028 Kviteseid";"1972";"Befolkning 1. januar";2940
"K_4028 Kviteseid";"1972";"Levendefødte";43
"K_4028 Kviteseid";"1972";"Døde";47
"K_4028 Kviteseid";"1973";"Befolkning 1. januar";2946
"K_4028 Kviteseid";"1973";"Levendefødte";25
"K_4028 Kviteseid";"1973";"Døde";34
"K_4028 Kviteseid";"1974";"Befolkning 1. januar";2900
"K_4028 Kviteseid";"1974";"Levendefødte";31
"K_4028 Kviteseid";"1974";"Døde";39
"K_4028 Kviteseid";"1975";"Befolkning 1. januar";2897
"K_4028 Kviteseid";"1975";"Levendefødte";36
"K_4028 Kviteseid";"1975";"Døde";34
"K_4028 Kviteseid";"1976";"Befolkning 1. januar";2914
"K_4028 Kviteseid";"1976";"Levendefødte";46
"K_4028 Kviteseid";"1976";"Døde";29
"K_4028 Kviteseid";"1977";"Befolkning 1. januar";2948
"K_4028 Kviteseid";"1977";"Levendefødte";24
"K_4028 Kviteseid";"1977";"Døde";43
"K_4028 Kviteseid";"1978";"Befolkning 1. januar";2963
"K_4028 Kviteseid";"1978";"Levendefødte";35
"K_4028 Kviteseid";"1978";"Døde";35
"K_4028 Kviteseid";"1979";"Befolkning 1. januar";2954
"K_4028 Kviteseid";"1979";"Levendefødte";26
"K_4028 Kviteseid";"1979";"Døde";37
"K_4028 Kviteseid";"1980";"Befolkning 1. januar";2946
"K_4028 Kviteseid";"1980";"Levendefødte";24
"K_4028 Kviteseid";"1980";"Døde";32
"K_4028 Kviteseid";"1981";"Befolkning 1. januar";2962
"K_4028 Kviteseid";"1981";"Levendefødte";35
"K_4028 Kviteseid";"1981";"Døde";41
"K_4028 Kviteseid";"1982";"Befolkning 1. januar";3002
"K_4028 Kviteseid";"1982";"Levendefødte";39
"K_4028 Kviteseid";"1982";"Døde";36
"K_4028 Kviteseid";"1983";"Befolkning 1. januar";3007
"K_4028 Kviteseid";"1983";"Levendefødte";31
"K_4028 Kviteseid";"1983";"Døde";36
"K_4028 Kviteseid";"1984";"Befolkning 1. januar";2973
"K_4028 Kviteseid";"1984";"Levendefødte";25
"K_4028 Kviteseid";"1984";"Døde";41
"K_4028 Kviteseid";"1985";"Befolkning 1. januar";2921
"K_4028 Kviteseid";"1985";"Levendefødte";30
"K_4028 Kviteseid";"1985";"Døde";40
"K_4028 Kviteseid";"1986";"Befolkning 1. januar";2956
"K_4028 Kviteseid";"1986";"Levendefødte";29
"K_4028 Kviteseid";"1986";"Døde";46
"K_4028 Kviteseid";"1987";"Befolkning 1. januar";2933
"K_4028 Kviteseid";"1987";"Levendefødte";34
"K_4028 Kviteseid";"1987";"Døde";43
"K_4028 Kviteseid";"1988";"Befolkning 1. januar";3016
"K_4028 Kviteseid";"1988";"Levendefødte";40
"K_4028 Kviteseid";"1988";"Døde";37
"K_4028 Kviteseid";"1989";"Befolkning 1. januar";3038
"K_4028 Kviteseid";"1989";"Levendefødte";37
"K_4028 Kviteseid";"1989";"Døde";44
"K_4028 Kviteseid";"1990";"Befolkning 1. januar";2976
"K_4028 Kviteseid";"1990";"Levendefødte";39
"K_4028 Kviteseid";"1990";"Døde";39
"K_4028 Kviteseid";"1991";"Befolkning 1. januar";2892
"K_4028 Kviteseid";"1991";"Levendefødte";32
"K_4028 Kviteseid";"1991";"Døde";43
"K_4028 Kviteseid";"1992";"Befolkning 1. januar";2871
"K_4028 Kviteseid";"1992";"Levendefødte";31
"K_4028 Kviteseid";"1992";"Døde";33
"K_4028 Kviteseid";"1993";"Befolkning 1. januar";2833
"K_4028 Kviteseid";"1993";"Levendefødte";28
"K_4028 Kviteseid";"1993";"Døde";38
"K_4028 Kviteseid";"1994";"Befolkning 1. januar";2817
"K_4028 Kviteseid";"1994";"Levendefødte";18
"K_4028 Kviteseid";"1994";"Døde";45
"K_4028 Kviteseid";"1995";"Befolkning 1. januar";2740
"K_4028 Kviteseid";"1995";"Levendefødte";28
"K_4028 Kviteseid";"1995";"Døde";54
"K_4028 Kviteseid";"1996";"Befolkning 1. januar";2690
"K_4028 Kviteseid";"1996";"Levendefødte";25
"K_4028 Kviteseid";"1996";"Døde";37
"K_4028 Kviteseid";"1997";"Befolkning 1. januar";2658
"K_4028 Kviteseid";"1997";"Levendefødte";34
"K_4028 Kviteseid";"1997";"Døde";29
"K_4028 Kviteseid";"1998";"Befolkning 1. januar";2664
"K_4028 Kviteseid";"1998";"Levendefødte";25
"K_4028 Kviteseid";"1998";"Døde";45
"K_4028 Kviteseid";"1999";"Befolkning 1. januar";2656
"K_4028 Kviteseid";"1999";"Levendefødte";23
"K_4028 Kviteseid";"1999";"Døde";50
"K_4028 Kviteseid";"2000";"Befolkning 1. januar";2667
"K_4028 Kviteseid";"2000";"Levendefødte";26
"K_4028 Kviteseid";"2000";"Døde";39
"K_4028 Kviteseid";"2001";"Befolkning 1. januar";2670
"K_4028 Kviteseid";"2001";"Levendefødte";21
"K_4028 Kviteseid";"2001";"Døde";26
"K_4028 Kviteseid";"2002";"Befolkning 1. januar";2672
"K_4028 Kviteseid";"2002";"Levendefødte";31
"K_4028 Kviteseid";"2002";"Døde";36
"K_4028 Kviteseid";"2003";"Befolkning 1. januar";2647
"K_4028 Kviteseid";"2003";"Levendefødte";16
"K_4028 Kviteseid";"2003";"Døde";34
"K_4028 Kviteseid";"2004";"Befolkning 1. januar";2622
"K_4028 Kviteseid";"2004";"Levendefødte";26
"K_4028 Kviteseid";"2004";"Døde";31
"K_4028 Kviteseid";"2005";"Befolkning 1. januar";2598
"K_4028 Kviteseid";"2005";"Levendefødte";18
"K_4028 Kviteseid";"2005";"Døde";33
"K_4028 Kviteseid";"2006";"Befolkning 1. januar";2575
"K_4028 Kviteseid";"2006";"Levendefødte";19
"K_4028 Kviteseid";"2006";"Døde";30
"K_4028 Kviteseid";"2007";"Befolkning 1. januar";2542
"K_4028 Kviteseid";"2007";"Levendefødte";20
"K_4028 Kviteseid";"2007";"Døde";30
"K_4028 Kviteseid";"2008";"Befolkning 1. januar";2563
"K_4028 Kviteseid";"2008";"Levendefødte";17
"K_4028 Kviteseid";"2008";"Døde";33
"K_4028 Kviteseid";"2009";"Befolkning 1. januar";2546
"K_4028 Kviteseid";"2009";"Levendefødte";18
"K_4028 Kviteseid";"2009";"Døde";27
"K_4028 Kviteseid";"2010";"Befolkning 1. januar";2522
"K_4028 Kviteseid";"2010";"Levendefødte";25
"K_4028 Kviteseid";"2010";"Døde";24
"K_4028 Kviteseid";"2011";"Befolkning 1. januar";2501
"K_4028 Kviteseid";"2011";"Levendefødte";23
"K_4028 Kviteseid";"2011";"Døde";36
"K_4028 Kviteseid";"2012";"Befolkning 1. januar";2498
"K_4028 Kviteseid";"2012";"Levendefødte";21
"K_4028 Kviteseid";"2012";"Døde";27
"K_4028 Kviteseid";"2013";"Befolkning 1. januar";2507
"K_4028 Kviteseid";"2013";"Levendefødte";20
"K_4028 Kviteseid";"2013";"Døde";35
"K_4028 Kviteseid";"2014";"Befolkning 1. januar";2468
"K_4028 Kviteseid";"2014";"Levendefødte";18
"K_4028 Kviteseid";"2014";"Døde";28
"K_4028 Kviteseid";"2015";"Befolkning 1. januar";2466
"K_4028 Kviteseid";"2015";"Levendefødte";15
"K_4028 Kviteseid";"2015";"Døde";38
"K_4028 Kviteseid";"2016";"Befolkning 1. januar";2448
"K_4028 Kviteseid";"2016";"Levendefødte";21
"K_4028 Kviteseid";"2016";"Døde";31
"K_4028 Kviteseid";"2017";"Befolkning 1. januar";2442
"K_4028 Kviteseid";"2017";"Levendefødte";17
"K_4028 Kviteseid";"2017";"Døde";40
"K_4028 Kviteseid";"2018";"Befolkning 1. januar";2397
"K_4028 Kviteseid";"2018";"Levendefødte";25
"K_4028 Kviteseid";"2018";"Døde";22
"K_4028 Kviteseid";"2019";"Befolkning 1. januar";2403
"K_4028 Kviteseid";"2019";"Levendefødte";10
"K_4028 Kviteseid";"2019";"Døde";25
"K_4028 Kviteseid";"2020";"Befolkning 1. januar";2403
"K_4028 Kviteseid";"2020";"Levendefødte";20
"K_4028 Kviteseid";"2020";"Døde";15
"K_4028 Kviteseid";"2021";"Befolkning 1. januar";2430
"K_4028 Kviteseid";"2021";"Levendefødte";17
"K_4028 Kviteseid";"2021";"Døde";30
"K_4028 Kviteseid";"2022";"Befolkning 1. januar";2452
"K_4028 Kviteseid";"2022";"Levendefødte";15
"K_4028 Kviteseid";"2022";"Døde";36
"K_4028 Kviteseid";"2023";"Befolkning 1. januar";2427
"K_4028 Kviteseid";"2023";"Levendefødte";25
"K_4028 Kviteseid";"2023";"Døde";24
"K_4028 Kviteseid";"2024";"Befolkning 1. januar";2458
"K_4028 Kviteseid";"2024";"Levendefødte";..
"K_4028 Kviteseid";"2024";"Døde";..
"K_4030 Nissedal";"1951";"Befolkning 1. januar";1795
"K_4030 Nissedal";"1951";"Levendefødte";29
"K_4030 Nissedal";"1951";"Døde";24
"K_4030 Nissedal";"1952";"Befolkning 1. januar";1783
"K_4030 Nissedal";"1952";"Levendefødte";36
"K_4030 Nissedal";"1952";"Døde";18
"K_4030 Nissedal";"1953";"Befolkning 1. januar";1794
"K_4030 Nissedal";"1953";"Levendefødte";26
"K_4030 Nissedal";"1953";"Døde";18
"K_4030 Nissedal";"1954";"Befolkning 1. januar";1765
"K_4030 Nissedal";"1954";"Levendefødte";28
"K_4030 Nissedal";"1954";"Døde";19
"K_4030 Nissedal";"1955";"Befolkning 1. januar";1766
"K_4030 Nissedal";"1955";"Levendefødte";27
"K_4030 Nissedal";"1955";"Døde";20
"K_4030 Nissedal";"1956";"Befolkning 1. januar";1767
"K_4030 Nissedal";"1956";"Levendefødte";30
"K_4030 Nissedal";"1956";"Døde";19
"K_4030 Nissedal";"1957";"Befolkning 1. januar";1723
"K_4030 Nissedal";"1957";"Levendefødte";26
"K_4030 Nissedal";"1957";"Døde";22
"K_4030 Nissedal";"1958";"Befolkning 1. januar";1720
"K_4030 Nissedal";"1958";"Levendefødte";38
"K_4030 Nissedal";"1958";"Døde";20
"K_4030 Nissedal";"1959";"Befolkning 1. januar";1713
"K_4030 Nissedal";"1959";"Levendefødte";26
"K_4030 Nissedal";"1959";"Døde";20
"K_4030 Nissedal";"1960";"Befolkning 1. januar";1683
"K_4030 Nissedal";"1960";"Levendefødte";21
"K_4030 Nissedal";"1960";"Døde";17
"K_4030 Nissedal";"1961";"Befolkning 1. januar";1697
"K_4030 Nissedal";"1961";"Levendefødte";19
"K_4030 Nissedal";"1961";"Døde";22
"K_4030 Nissedal";"1962";"Befolkning 1. januar";1664
"K_4030 Nissedal";"1962";"Levendefødte";17
"K_4030 Nissedal";"1962";"Døde";15
"K_4030 Nissedal";"1963";"Befolkning 1. januar";1675
"K_4030 Nissedal";"1963";"Levendefødte";17
"K_4030 Nissedal";"1963";"Døde";25
"K_4030 Nissedal";"1964";"Befolkning 1. januar";1658
